tick	event	player	target
565	pass	player=0	target=(454.554,456.223)
565	pass	player=0	target=(189.133,378.807)
566	pass	player=0	target=(601.001,246.074)
566	pass	player=0	target=(189.133,378.807)
567	pass	player=0	target=(601.001,248.017)
567	pass	player=0	target=(189.133,378.807)
568	pass	player=0	target=(601.001,249.893)
568	pass	player=0	target=(189.133,378.807)
569	pass	player=0	target=(601.001,251.543)
569	pass	player=0	target=(189.133,378.807)
570	pass	player=0	target=(601.001,253.314)
570	pass	player=0	target=(189.133,378.807)
571	pass	player=0	target=(601.001,255.175)
571	pass	player=0	target=(189.133,378.807)
572	pass	player=0	target=(601.001,256.680)
572	pass	player=0	target=(189.133,378.807)
573	pass	player=0	target=(601.001,258.257)
573	pass	player=0	target=(189.133,378.807)
574	pass	player=0	target=(601.000,259.771)
574	pass	player=0	target=(189.133,378.807)
575	pass	player=0	target=(601.001,261.544)
575	pass	player=0	target=(189.133,378.807)
576	pass	player=0	target=(601.000,263.211)
576	pass	player=0	target=(189.133,378.807)
577	pass	player=0	target=(601.000,264.542)
577	pass	player=0	target=(189.133,378.807)
578	pass	player=0	target=(454.554,54.391)
578	pass	player=0	target=(189.133,378.807)
579	pass	player=0	target=(601.001,267.772)
579	pass	player=0	target=(189.133,378.807)
580	pass	player=0	target=(454.554,57.556)
580	pass	player=0	target=(189.133,378.807)
581	pass	player=0	target=(601.000,271.411)
581	pass	player=0	target=(189.133,378.807)
582	pass	player=0	target=(601.001,273.014)
582	pass	player=0	target=(189.133,378.807)
583	pass	player=0	target=(601.001,274.658)
583	pass	player=0	target=(189.133,378.807)
584	pass	player=0	target=(601.000,276.329)
584	pass	player=0	target=(189.133,378.807)
585	pass	player=0	target=(454.554,490.455)
585	pass	player=0	target=(189.133,378.807)
586	pass	player=0	target=(454.554,67.941)
586	pass	player=0	target=(189.133,378.807)
587	pass	player=0	target=(601.001,281.342)
587	pass	player=0	target=(189.133,378.807)
588	pass	player=0	target=(601.001,282.888)
588	pass	player=0	target=(189.133,378.807)
589	pass	player=0	target=(601.000,284.318)
589	pass	player=0	target=(189.133,378.807)
590	pass	player=0	target=(601.001,285.562)
590	pass	player=0	target=(189.133,378.807)
591	pass	player=0	target=(601.000,287.138)
591	pass	player=0	target=(189.133,378.807)
592	pass	player=0	target=(601.000,288.613)
592	pass	player=0	target=(189.133,378.807)
593	pass	player=0	target=(601.000,289.850)
593	pass	player=0	target=(109.489,256.661)
594	pass	player=0	target=(601.001,291.724)
594	pass	player=0	target=(110.247,257.645)
595	pass	player=0	target=(601.001,293.061)
595	pass	player=0	target=(110.288,258.826)
596	pass	player=0	target=(601.000,294.847)
596	pass	player=0	target=(189.133,378.807)
597	pass	player=0	target=(601.001,295.864)
597	pass	player=0	target=(110.853,261.867)
598	pass	player=0	target=(601.001,297.413)
598	pass	player=0	target=(111.105,262.993)
599	pass	player=0	target=(601.001,299.108)
599	pass	player=0	target=(189.133,378.807)
600	pass	player=0	target=(601.000,300.799)
600	pass	player=0	target=(189.133,378.807)
601	pass	player=0	target=(601.001,302.454)
601	pass	player=0	target=(189.133,378.807)
602	pass	player=0	target=(601.001,303.173)
602	pass	player=0	target=(112.453,269.805)
603	pass	player=0	target=(601.001,304.971)
603	pass	player=0	target=(189.133,378.807)
604	pass	player=0	target=(601.000,306.380)
604	pass	player=0	target=(189.133,378.807)
605	pass	player=0	target=(601.001,307.305)
605	pass	player=0	target=(113.388,273.594)
606	pass	player=0	target=(601.001,308.531)
606	pass	player=0	target=(113.350,275.169)
607	pass	player=0	target=(601.001,309.876)
607	pass	player=0	target=(114.135,275.964)
608	pass	player=0	target=(601.001,311.117)
608	pass	player=0	target=(114.126,277.507)
609	pass	player=0	target=(601.001,312.832)
609	pass	player=0	target=(114.655,278.232)
610	pass	player=0	target=(601.001,313.769)
610	pass	player=0	target=(114.645,279.757)
611	pass	player=0	target=(601.001,315.220)
611	pass	player=0	target=(114.928,280.564)
612	pass	player=0	target=(601.001,316.063)
612	pass	player=0	target=(114.840,282.375)
613	pass	player=0	target=(601.001,316.937)
613	pass	player=0	target=(115.278,284.440)
614	pass	player=0	target=(601.001,318.638)
614	pass	player=0	target=(115.656,285.586)
